Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina
Universidad Nacional del Nordeste,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Charata,Martillero Público y Corredor de Comercio,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Extensión Universit. Ruta 89 - Charata - Chaco ,(003731) 421333,http://dch.unne.edu.ar/Carreras_martillero.htm ,Info@dch.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Esquina,Martillero Público y Corredor de Comercio,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,BENITO LAMELA 751 - Esquina - Corrientes ,(003777) 461933,http://www.dch.unne.edu.ar/index.php/esquina ,Info@dch.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Posadas,Martillero Público y Corredor de Comercio,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av Rademacher y Maip S/N - Posadas - Misiones ,(003752) 433448,http://dch.unne.edu.ar/eaposadas.htm ,posadas@dch.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Resistencia,Martillero Público y Corredor de Comercio,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle Don Bosco 88 - Resistencia - Chaco ,(003722) 433985,http://dch.unne.edu.ar/Carreras_martillero.htm ,Info@dch.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Derecho y Ciencias Sociales y Políticas - Extensión Áulica Santo Tome,Martillero Público y Corredor de Comercio,Otros Pregrados,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Municip. Sto. Tomé S/N - Santo Tome - Corrientes ,(003756) 420177,http://dch.unne.edu.ar/easantotome/easantotome.htm ,Info@dch.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Odontología,Técnico en la Gestión Administrativa e Informática de Instituciones Universitarias del Área de la Salud,Técnico Instrumental,2 Años,Consulte con la Institución,Av. Libertad 5450 - Corrientes - Corrientes ,(003783) 457992,http://odn.unne.edu.ar/ ,ricardo@odn.unne.edu.ar,Economía y Administración
Universidad Nacional del Nordeste,Facultad de Odontología,Técnico en la Gestión de Servicios Generales e Intendencia de Instituciones Universitarias del Área de la Salud,Técnico Instrumental,2 Años,Consulte con la Institución,Av. Libertad 5450 - Corrientes - Corrientes ,(003783) 457992,http://odn.unne.edu.ar/ ,ricardo@odn.unne.edu.ar,Economía y Administración
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Ciencias Económicas y Jurídicas,Contador Público,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Roque Sáenz Peña 456 - Junin - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Economía y Administración
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Ciencias Económicas y Jurídicas,Licenciado en Administración,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Roque Sáenz Peña 456 - Junin - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Economía y Administración
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Ciencias Económicas y Jurídicas,Martillero y Corredor Público,Técnico Instrumental,3 Años,Asistencia a Curso de Ingreso o Nivelación,Roque Sáenz Peña 456 - Junin - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Economía y Administración
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Ciencias Económicas y Jurídicas,Técnico Universitario en Gestión Pública,Técnico Instrumental,2.5 Años,Asistencia a Curso de Ingreso o Nivelación,Roque Sáenz Peña 456 - Junin - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Economía y Administración
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Escuela de Ciencias Económicas y Jurídicas - Sede Pergamino,Técnico Universitario en Gestión de Pymes,Técnico Instrumental,2.5 Años,Asistencia a Curso de Ingreso o Nivelación,Monteagudo 2772 - Pergamino - Buenos Aires ,(00236) 4444213,www.unnoba.edu.ar ,secretariaprivada@unnoba.edu.ar,Economía y Administración
Universidad Nacional del Oeste,Escuela de Administración,Licenciado en Administración,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centenario 1399 - Merlo - Buenos Aires ,(00220) 4835390,http://www.uno.edu.ar/ ,escueladeadministracion@uno.edu.ar,Economía y Administración
Universidad Nacional del Oeste,Escuela de Administración,Licenciado en Administración Pública,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centenario 1399 - Merlo - Buenos Aires ,(00220) 4835390,http://www.uno.edu.ar/ ,escueladeadministracion@uno.edu.ar,Economía y Administración
Universidad Nacional del Oeste,Escuela de Administración,Técnico Universitario en Administración,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centenario 1399 - Merlo - Buenos Aires ,(00220) 4835390,http://www.uno.edu.ar/ ,escueladeadministracion@uno.edu.ar,Economía y Administración
Universidad Nacional del Oeste,Escuela de Administración,Técnico Universitario en Administración Pública,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centenario 1399 - Merlo - Buenos Aires ,(00220) 4835390,http://www.uno.edu.ar/ ,escueladeadministracion@uno.edu.ar,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Econòmicas,Contador Público,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42829700,http://www.unlz.edu.ar/ ,dgat.unlz@gmail.com,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Econòmicas,Licenciado en Administración,Grado,5 Años,Asistencia a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42829700,http://www.unlz.edu.ar/ ,dgat.unlz@gmail.com,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Econòmicas,Técnico Universitario en Organización y Métodos,Título Intermedio,3.5 Años,Asistencia a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42829700,http://www.unlz.edu.ar/ ,dgat.unlz@gmail.com,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Ciencias Econòmicas,Técnico Universitario Impositivo Contable,Título Intermedio,3.5 Años,Asistencia a Curso de Ingreso o Nivelación,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42829700,http://www.unlz.edu.ar/ ,dgat.unlz@gmail.com,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho,Corredor de Comercio y Martillero Público,Técnico Instrumental,2.5 Años,Ingreso Directo,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42821388,http://www.unlz.edu.ar/ ,derecho @ sminter.com.ar.,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho,Despachante de Aduana,Otros Pregrados,5 Cuatrimestres,Ingreso Directo,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42821388,http://www.unlz.edu.ar/ ,derecho @ sminter.com.ar.,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho,Licenciado en Comercio Internacional y Aduanas,Grado,4 Años,Consulte con la Institución,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42821388,http://www.unlz.edu.ar/ ,derecho @ sminter.com.ar.,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho,Licenciado en Comercio Internacional y Aduanas - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,2 Años,Consulte con la Institución,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42821388,http://www.unlz.edu.ar/ ,derecho @ sminter.com.ar.,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho,Técnico en Comercio Internacional y Aduanas,Título Intermedio,3 Años,Consulte con la Institución,Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,(0011) 42821388,http://www.unlz.edu.ar/ ,derecho @ sminter.com.ar.,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede CABA,Despachante de Aduana,Otros Pregrados,5 Cuatrimestres,Consulte con la Institución,Perú 625 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 68196479, , ,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede CABA,Licenciado en Comercio Internacional y Aduanas,Grado,4 Años,Consulte con la Institución,Perú 625 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 68196479, , ,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede CABA,Técnico en Comercio Internacional y Aduanas,Título Intermedio,3 Años,Consulte con la Institución,Perú 625 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 68196479, , ,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Córdoba,Corredor de Comercio y Martillero Público,Técnico Instrumental,2.5 Años,Consulte con la Institución,Santa Rosa 140 - Córdoba - Córdoba ,(00351) 4224562, , ,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Mercedes,Corredor de Comercio y Martillero Público,Técnico Instrumental,2.5 Años,Consulte con la Institución,Avenida 29 783 - Mercedes - Buenos Aires ,(002324) 426096, , ,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Zárate,Corredor de Comercio y Martillero Público,Técnico Instrumental,2.5 Años,Consulte con la Institución,Rivadavia 375 - Zarate - Buenos Aires ,(003487) 7439006, , ,Economía y Administración
Universidad Nacional de Lomas de Zamora,Facultad de Derecho - sede Zárate,Despachante de Aduana,Otros Pregrados,5 Cuatrimestres,Consulte con la Institución,Rivadavia 375 - Zarate - Buenos Aires ,(003487) 7439006, , ,Economía y Administración
Universidad Nacional del Sur,Departamento de Agronomía,Técnico Universitario en Manejo y Comercialización de Granos,Técnico Instrumental,6 Cuatrimestres,Ingreso Directo,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595126,www.uns.edu.ar ,agronomia@uns.edu.ar,Economía y Administración
Universidad Nacional del Sur,Departamento de Ciencias de la Administración,Contador Público,Grado,10 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595132,www.uns.edu.ar ,csadmin@uns.edu.ar,Economía y Administración
Universidad Nacional del Sur,Departamento de Ciencias de la Administración,Licenciado en Administración,Grado,10 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595132,www.uns.edu.ar ,csadmin@uns.edu.ar,Economía y Administración
Universidad Nacional del Sur,Departamento de Economía,Licenciado en Economía,Grado,10 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595138,www.uns.edu.ar ,dptecono@criba.edu.ar,Economía y Administración
Universidad Nacional del Sur,Departamento de Economía,Profesor en Economía,Grado,10 Cuatrimestres,Asistencia y Aprobación a Curso de Ingreso o Nivelación,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595138,www.uns.edu.ar ,dptecono@criba.edu.ar,Economía y Administración
Universidad Nacional del Sur,Departamento de Economía,Técnico Universitario en Economía y Gestión de Empresas Alimentarias,Técnico Instrumental,3 Años,Consulte con la Institución,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595138,www.uns.edu.ar ,dptecono@criba.edu.ar,Economía y Administración
Universidad Nacional del Sur,Departamento de Economía,Técnico Universitario en Emprendimientos Agropecuarios,Técnico Instrumental,3 Años,Ingreso Directo,San Andrés 800 - Bahia Blanca - Buenos Aires ,(00291) 4595138,www.uns.edu.ar ,dptecono@criba.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional Campana,Contador Público,Grado,12 Cuatrimestres,Ingreso Directo,Vicente Lopéz y Bertolini S/N - Campana - Buenos Aires ,(003489) 425934,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional Campana,Licenciado en Administración,Grado,10 Cuatrimestres,Ingreso Directo,Vicente Lopéz y Bertolini S/N - Campana - Buenos Aires ,(003489) 425934,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional Campana,Licenciado en Comercio Internacional,Grado,10 Cuatrimestres,Ingreso Directo,Vicente Lopéz y Bertolini S/N - Campana - Buenos Aires ,(003489) 425934,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional Chivilcoy,Contador Público,Grado,12 Cuatrimestres,Ingreso Directo,Calle 110 (El Giro de Alcorta) 110 - Chivilcoy - Buenos Aires ,(002346) 424593,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional Chivilcoy,Licenciado en Administración,Grado,10 Cuatrimestres,Ingreso Directo,Calle 110 (El Giro de Alcorta) 110 - Chivilcoy - Buenos Aires ,(002346) 424593,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional San Miguel,Contador Público,Grado,12 Cuatrimestres,Ingreso Directo,Farias 1590 - San Miguel - Buenos Aires ,(0011) 46647843,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Centro Regional San Miguel,Licenciado en Administración,Grado,10 Cuatrimestres,Ingreso Directo,Farias 1590 - San Miguel - Buenos Aires ,(0011) 46647843,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Rectorado Sede Central,Contador Público,Grado,12 Cuatrimestres,Ingreso Directo,Ruta Nac. 5 y Constitución S/N - Lujan - Buenos Aires ,(002323) 423979,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Rectorado Sede Central,Licenciado en Administración,Grado,10 Cuatrimestres,Ingreso Directo,Ruta Nac. 5 y Constitución S/N - Lujan - Buenos Aires ,(002323) 423979,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Luján,Rectorado Sede Central,Licenciado en Comercio Internacional,Grado,10 Cuatrimestres,Ingreso Directo,Ruta Nac. 5 y Constitución S/N - Lujan - Buenos Aires ,(002323) 423979,http://www.unlu.edu.ar/ ,aspirantes@unlu.edu.ar / posgrado@unlu.edu.ar,Economía y Administración
Universidad Nacional de Mar del Plata,"Facultad de Arquitectura, Urbanismo y Diseño",Licenciado en Gestión Cultural - Ciclo de Complementación Curricular,Ciclo de Complementación Curricular,1.5 Años,Ingreso Directo,Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,(00223) 4752200,http://faud.mdp.edu.ar/ ,faudacad@gmail.com / faudposgrado@gmail.com,Economía y Administración
Universidad Nacional de Mar del Plata,"Facultad de Arquitectura, Urbanismo y Diseño",Técnico Universitario en Gestión Cultural,Técnico Instrumental,6 Cuatrimestres,Ingreso Directo,Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,(00223) 4752200,http://faud.mdp.edu.ar/ ,faudacad@gmail.com / faudposgrado@gmail.com,Economía y Administración
Universidad Nacional de Mar del Plata,Facultad de Ciencias Económicas y Sociales,Contador Público,Grado,5 Años,Ingreso Directo,Funes (Complejo Universitario) 3250 - Mar Del Plata - Buenos Aires ,(00223) 4749696,http://www.eco.mdp.edu.ar/ ,academica@eco.mdp.edu.ar,Economía y Administración
Universidad Nacional de Mar del Plata,Facultad de Ciencias Económicas y Sociales,Licenciado en Administración,Grado,5 Años,Ingreso Directo,Funes (Complejo Universitario) 3250 - Mar Del Plata - Buenos Aires ,(00223) 4749696,http://www.eco.mdp.edu.ar/ ,academica@eco.mdp.edu.ar,Economía y Administración
